MJD GSC_ch1
56609.5 0.000
56610.5 0.038
56611.5 0.035
56612.5 0.036
56613.5 0.065
56614.5 0.036
56615.5 0.000
56616.5 0.039
56617.5 0.033
56618.5 0.035
56619.5 0.035
56620.5 0.057
56621.5 0.054
56622.5 0.038
56623.5 0.044
56624.5 0.037
56625.5 0.040
56626.5 0.036
56627.5 0.038
56628.5 0.041
56629.5 0.000
56630.5 0.048
56631.5 0.026
56632.5 0.047
56633.5 0.051
56634.5 0.042
56635.5 0.055
56636.5 0.016
56637.5 0.027
56638.5 0.049
56639.5 0.036
56640.5 0.059
56641.5 0.022
56642.5 0.044
56643.5 0.042
56644.5 0.050
56645.5 0.068
56646.5 0.043
56647.5 0.044
56648.5 0.052
56649.5 0.045
56650.5 0.025
56651.5 0.056
56652.5 0.035
56653.5 0.038
56654.5 0.036
56655.5 0.042
56656.5 0.020
56657.5 0.000
56658.5 0.000
56659.5 0.000
56660.5 0.000
56661.5 0.000
56662.5 0.000
56663.5 0.000
56664.5 0.000
56665.5 0.000
56666.5 0.000
56667.5 0.000
56668.5 0.000
56669.5 0.000
56670.5 0.000
56671.5 0.000
56672.5 0.000
56673.5 0.000
56674.5 0.000
56675.5 0.000
56676.5 0.000
56677.5 0.000
56678.5 0.000
56679.5 0.000
56680.5 0.000
56681.5 0.000
56682.5 0.000
56683.5 0.043
56684.5 0.068
56685.5 0.025
56686.5 0.075
56687.5 0.038
56688.5 0.050
56689.5 0.046
56690.5 0.060
56691.5 0.041
56692.5 0.052
56693.5 0.044
56694.5 0.012
56695.5 0.066
56696.5 0.047
56697.5 0.033
56698.5 0.077
56699.5 0.029
56700.5 0.068
56701.5 0.041
56702.5 0.043
56703.5 0.036
56704.5 0.054
56705.5 0.050
56706.5 0.040
56707.5 0.036
56708.5 0.028
56709.5 0.044
56710.5 0.034
56711.5 0.044
56712.5 0.051
56713.5 0.040
56714.5 0.042
56715.5 0.048
56716.5 0.038
56717.5 0.049
56718.5 0.033
56719.5 0.037
56720.5 0.035
56721.5 0.042
56722.5 0.050
56723.5 0.060
56724.5 0.046
56725.5 0.060
56726.5 0.053
56727.5 0.062
56728.5 0.047
56729.5 0.001
56730.5 0.000
56731.5 0.000
56732.5 0.000
56733.5 0.000
56734.5 0.000
56735.5 0.000
56736.5 0.000
56737.5 0.000
56738.5 0.000
56739.5 0.000
56740.5 0.000
56741.5 0.000
56742.5 0.000
56743.5 0.000
56744.5 0.000
56745.5 0.000
56746.5 0.000
56747.5 0.000
56748.5 0.000
56749.5 0.000
56750.5 0.000
56751.5 0.000
56752.5 0.000
56753.5 0.027
56754.5 0.054
56755.5 0.032
56756.5 0.037
56757.5 0.019
56758.5 0.022
56759.5 0.044
56760.5 0.047
56761.5 0.048
56762.5 0.039
56763.5 0.046
56764.5 0.051
56765.5 0.041
56766.5 0.079
56767.5 0.035
56768.5 0.031
56769.5 0.028
56770.5 0.030
56771.5 0.034
56772.5 0.035
56773.5 0.078
56774.5 0.044
56775.5 0.042
56776.5 0.040
56777.5 0.040
56778.5 0.038
56779.5 0.037
56780.5 0.052
56781.5 0.054
56782.5 0.042
56783.5 0.066
56784.5 0.038
56785.5 0.000
56786.5 0.000
56787.5 0.000
56788.5 0.000
56789.5 0.000
56790.5 0.000
56791.5 0.000
56792.5 0.000
56793.5 0.047
56794.5 0.043
56795.5 0.006
56796.5 0.030
56797.5 0.059
56798.5 0.007
56799.5 0.000
56800.5 0.041
56801.5 0.043
56802.5 0.034
56803.5 0.000
56804.5 0.000
56805.5 0.041
56806.5 0.011
56807.5 0.000
56808.5 0.000
56809.5 0.000
56810.5 0.000
56811.5 0.000
56812.5 0.000
56813.5 0.000
56814.5 0.000
56815.5 0.000
56816.5 0.000
56817.5 0.000
56818.5 0.000
56819.5 0.000
56820.5 0.000
56821.5 0.000
56822.5 0.000
56823.5 0.000
56824.5 0.000
56825.5 0.000
56826.5 0.000
56827.5 0.000
56828.5 0.026
56829.5 0.044
56830.5 0.053
56831.5 0.042
56832.5 0.035
56833.5 0.065
56834.5 0.057
56835.5 0.051
56836.5 0.027
56837.5 0.049
56838.5 0.041
56839.5 0.024
56840.5 0.049
56841.5 0.045
56842.5 0.030
56843.5 0.048
56844.5 0.035
56845.5 0.047
56846.5 0.037
56847.5 0.056
56848.5 0.000
56849.5 0.000
56850.5 0.058
56851.5 0.063
56852.5 0.050
56853.5 0.043
56854.5 0.039
56855.5 0.050
56856.5 0.041
56857.5 0.041
56858.5 0.043
56859.5 0.037
56860.5 0.095
56861.5 0.041
56862.5 0.044
56863.5 0.061
56864.5 0.037
56865.5 0.037
56866.5 0.028
56867.5 0.065
56868.5 0.043
56869.5 0.058
56870.5 0.044
56871.5 0.034
56872.5 0.039
56873.5 0.000
56874.5 0.000
56875.5 0.000
56876.5 0.000
56877.5 0.000
56878.5 0.000
56879.5 0.000
56880.5 0.000
56881.5 0.000
56882.5 0.000
56883.5 0.000
56884.5 0.000
56885.5 0.000
56886.5 0.000
56887.5 0.000
56888.5 0.000
56889.5 0.000
56890.5 0.000
56891.5 0.000
56892.5 0.000
56893.5 0.000
56894.5 0.000
56895.5 0.000
56896.5 0.000
56897.5 0.000
56898.5 0.000
56899.5 0.000
56900.5 0.059
56901.5 -0.026
56902.5 0.053
56903.5 0.044
56904.5 0.052
56905.5 0.051
56906.5 0.035
56907.5 0.053
56908.5 0.048
56909.5 0.059
56910.5 0.033
56911.5 0.077
56912.5 0.033
56913.5 0.051
56914.5 0.048
56915.5 0.048
56916.5 0.038
56917.5 0.054
56918.5 0.045
56919.5 0.047
56920.5 0.070
56921.5 0.041
56922.5 0.080
56923.5 0.058
56924.5 0.044
56925.5 0.052
56926.5 0.000
56927.5 0.047
56928.5 0.049
56929.5 0.070
56930.5 0.057
56931.5 0.033
56932.5 0.050
56933.5 0.066
56934.5 0.051
56935.5 0.050
56936.5 0.029
56937.5 0.056
56938.5 0.044
56939.5 0.039
56940.5 0.041
56941.5 0.048
56942.5 0.034
56943.5 0.037
56944.5 0.036
56945.5 0.051
56946.5 0.025
56947.5 0.026
56948.5 0.000
56949.5 0.000
56950.5 0.000
56951.5 0.000
56952.5 0.000
56953.5 0.000
56954.5 0.000
56955.5 0.000
56956.5 0.000
56957.5 0.000
56958.5 0.000
56959.5 0.000
56960.5 0.000
56961.5 0.000
56962.5 0.000
56963.5 0.000
56964.5 0.000
56965.5 0.000
56966.5 0.000
56967.5 0.000
56968.5 0.000
56969.5 0.000
56970.5 0.000
56971.5 0.000
56972.5 0.000
56973.5 0.072
56974.5 0.045
56975.5 0.049
56976.5 0.051
56977.5 0.066
56978.5 0.027
56979.5 0.049
56980.5 0.041
56981.5 0.043
56982.5 0.034
56983.5 0.062
56984.5 0.035
56985.5 0.044
56986.5 0.039
56987.5 0.056
56988.5 0.056
56989.5 0.047
56990.5 0.049
56991.5 0.058
56992.5 0.030
56993.5 0.050
56994.5 0.066
56995.5 0.065
56996.5 0.050
56997.5 0.048
56998.5 0.000
56999.5 0.000
57000.5 0.052
57001.5 0.041
57002.5 0.017
57003.5 0.067
57004.5 0.037
57005.5 0.029
57006.5 0.043
57007.5 0.038
57008.5 0.047
57009.5 0.063
57010.5 0.050
57011.5 0.066
57012.5 0.030
57013.5 0.060
57014.5 0.053
57015.5 0.036
57016.5 0.025
57017.5 0.041
57018.5 0.073
57019.5 0.043
57020.5 0.000
57021.5 0.000
57022.5 0.000
57023.5 0.000
57024.5 0.000
57025.5 0.000
57026.5 0.000
57027.5 0.000
57028.5 0.000
57029.5 0.000
57030.5 0.000
57031.5 0.000
57032.5 0.000
57033.5 0.000
57034.5 0.000
57035.5 0.000
57036.5 0.000
57037.5 0.000
57038.5 0.000
57039.5 0.000
57040.5 0.000
57041.5 0.000
57042.5 0.000
57043.5 0.000
57044.5 0.000
57045.5 0.014
57046.5 0.058
57047.5 0.036
57048.5 0.000
57049.5 0.000
57050.5 0.044
57051.5 0.045
57052.5 0.049
57053.5 0.068
57054.5 0.059
57055.5 0.046
57056.5 0.013
57057.5 0.035
57058.5 0.043
57059.5 0.039
57060.5 0.046
57061.5 0.052
57062.5 0.064
57063.5 0.054
57064.5 0.063
57065.5 0.040
57066.5 0.046
57067.5 0.040
57068.5 0.028
57069.5 0.047
57070.5 0.050
57071.5 0.040
57072.5 0.048
57073.5 0.046
57074.5 0.028
57075.5 0.034
57076.5 0.037
57077.5 0.047
57078.5 0.058
57079.5 0.023
57080.5 0.037
57081.5 0.054
57082.5 0.045
57083.5 0.033
57084.5 0.048
57085.5 0.020
57086.5 0.047
57087.5 0.042
57088.5 0.045
57089.5 0.050
57090.5 0.020
57091.5 0.050
57092.5 0.007
57093.5 0.000
57094.5 0.000
57095.5 0.000
57096.5 0.000
57097.5 0.000
57098.5 0.000
57099.5 0.000
57100.5 0.000
57101.5 0.000
57102.5 0.000
57103.5 0.000
57104.5 0.000
57105.5 0.000
57106.5 0.000
57107.5 0.000
57108.5 0.000
57109.5 0.067
57110.5 0.000
57111.5 0.000
57112.5 0.000
57113.5 0.000
57114.5 0.000
57115.5 0.000
57116.5 0.000
57117.5 0.076
57118.5 0.022
57119.5 0.033
57120.5 -0.014
57121.5 0.026
57122.5 0.033
57123.5 0.050
57124.5 0.049
57125.5 0.026
57126.5 0.054
57127.5 0.063
57128.5 0.046
57129.5 0.064
57130.5 0.046
57131.5 0.032
57132.5 0.034
57133.5 0.045
57134.5 0.038
57135.5 0.040
57136.5 0.031
57137.5 0.049
57138.5 0.030
57139.5 0.031
57140.5 0.068
57141.5 0.071
57142.5 0.042
57143.5 0.047
57144.5 0.065
57145.5 0.042
57146.5 0.036
57147.5 0.034
57148.5 0.000
57149.5 0.000
57150.5 0.000
57151.5 0.000
57152.5 0.000
57153.5 0.000
57154.5 0.000
57155.5 -0.004
57156.5 0.056
57157.5 0.079
57158.5 0.041
57159.5 0.037
57160.5 0.032
57161.5 0.023
57162.5 0.035
57163.5 0.031
57164.5 0.052
57165.5 0.000
57166.5 0.000
57167.5 0.000
57168.5 0.000
57169.5 0.000
57170.5 0.000
57171.5 0.000
57172.5 0.000
57173.5 0.000
57174.5 0.000
57175.5 0.000
57176.5 0.000
57177.5 0.000
57178.5 0.000
57179.5 0.000
57180.5 0.000
57181.5 0.000
57182.5 0.000
57183.5 0.000
57184.5 0.000
57185.5 0.000
57186.5 0.000
57187.5 0.000
57188.5 0.000
57189.5 0.000
57190.5 0.022
57191.5 0.054
57192.5 0.045
57193.5 0.063
57194.5 0.096
57195.5 0.069
57196.5 0.076
57197.5 0.052
57198.5 0.000
57199.5 0.000
57200.5 0.074
57201.5 0.070
57202.5 0.068
57203.5 0.053
57204.5 0.046
57205.5 0.052
57206.5 0.073
57207.5 0.058
57208.5 0.057
57209.5 0.035
57210.5 0.061
57211.5 0.069
57212.5 0.065
57213.5 0.053
57214.5 0.079
57215.5 0.063
57216.5 0.048
57217.5 0.053
57218.5 0.048
57219.5 0.066
57220.5 0.052
57221.5 0.036
57222.5 0.044
57223.5 0.050
57224.5 0.042
57225.5 0.051
57226.5 0.039
57227.5 0.046
57228.5 0.064
57229.5 0.053
57230.5 0.047
57231.5 0.030
57232.5 0.039
57233.5 0.032
57234.5 0.051
57235.5 0.053
57236.5 0.000
57237.5 0.000
57238.5 0.000
57239.5 0.000
57240.5 0.000
57241.5 0.000
57242.5 0.000
57243.5 0.000
57244.5 0.000
57245.5 0.000
57246.5 0.000
57247.5 0.000
57248.5 0.000
57249.5 0.000
57250.5 0.000
57251.5 0.000
57252.5 0.000
57253.5 0.000
57254.5 0.000
57255.5 0.000
57256.5 0.000
57257.5 0.000
57258.5 0.000
57259.5 0.000
57260.5 0.000
57261.5 0.000
57262.5 0.046
57263.5 0.047
57264.5 0.033
57265.5 0.072
57266.5 0.048
57267.5 0.031
57268.5 0.049
57269.5 0.045
57270.5 0.050
57271.5 0.045
57272.5 0.044
57273.5 0.050
57274.5 0.066
57275.5 0.052
57276.5 0.055
57277.5 0.047
57278.5 0.052
57279.5 0.062
57280.5 0.044
57281.5 0.033
57282.5 0.065
57283.5 0.044
57284.5 0.038
57285.5 0.028
57286.5 0.038
57287.5 0.049
57288.5 0.056
57289.5 0.058
57290.5 0.066
57291.5 0.034
57292.5 0.043
57293.5 0.060
57294.5 0.037
57295.5 0.063
57296.5 0.049
57297.5 0.057
57298.5 0.000
57299.5 0.000
57300.5 0.077
57301.5 0.055
57302.5 0.027
57303.5 0.042
57304.5 0.053
57305.5 0.052
57306.5 0.053
57307.5 0.030
57308.5 0.047
57309.5 0.000
57310.5 0.000
57311.5 0.000
57312.5 0.000
57313.5 0.000
57314.5 0.000
57315.5 0.000
57316.5 0.000
57317.5 0.000
57318.5 0.000
57319.5 0.000
57320.5 0.000
57321.5 0.000
57322.5 0.000
57323.5 0.000
57324.5 0.000
57325.5 0.000
57326.5 0.000
57327.5 0.000
57328.5 0.000
57329.5 0.000
57330.5 0.000
57331.5 0.000
57332.5 0.000
57333.5 0.000
57334.5 0.079
57335.5 0.073
57336.5 0.055
57337.5 0.077
57338.5 0.036
57339.5 0.073
57340.5 0.061
57341.5 0.075
57342.5 0.063
57343.5 0.072
57344.5 0.058
57345.5 0.077
57346.5 0.039
57347.5 0.065
57348.5 0.000
57349.5 0.000
57350.5 0.067
57351.5 0.085
57352.5 0.071
57353.5 0.066
57354.5 0.060
57355.5 0.051
57356.5 0.047
57357.5 0.081
57358.5 0.061
57359.5 0.056
57360.5 0.038
57361.5 0.035
57362.5 0.044
57363.5 0.060
57364.5 0.061
57365.5 0.060
57366.5 0.060
57367.5 0.060
57368.5 0.067
57369.5 0.037
57370.5 0.078
57371.5 0.059
57372.5 0.063
57373.5 0.037
57374.5 0.085
57375.5 0.075
57376.5 0.067
57377.5 0.055
57378.5 0.056
57379.5 0.054
57380.5 0.037
57381.5 0.000
57382.5 0.000
57383.5 0.000
57384.5 0.000
57385.5 0.000
57386.5 0.000
57387.5 0.000
57388.5 0.000
57389.5 0.000
57390.5 0.000
57391.5 0.000
57392.5 0.000
57393.5 0.000
57394.5 0.000
57395.5 0.000
57396.5 0.000
57397.5 0.000
57398.5 0.000
57399.5 0.000
57400.5 0.000
57401.5 0.000
57402.5 0.000
57403.5 0.000
57404.5 0.000
57405.5 0.000
57406.5 0.047
57407.5 0.049
57408.5 0.027
57409.5 0.061
57410.5 0.066
57411.5 0.051
57412.5 0.063
57413.5 0.050
57414.5 0.052
57415.5 0.053
57416.5 0.059
57417.5 0.029
57418.5 0.083
57419.5 0.067
57420.5 0.052
57421.5 0.063
57422.5 0.054
57423.5 0.050
57424.5 0.049
57425.5 0.053
57426.5 0.066
57427.5 0.070
57428.5 0.066
57429.5 0.074
57430.5 0.059
57431.5 0.069
57432.5 0.046
57433.5 0.060
57434.5 0.061
57435.5 0.045
57436.5 0.084
57437.5 0.066
57438.5 0.049
57439.5 0.090
57440.5 0.041
57441.5 0.052
57442.5 0.092
57443.5 0.054
57444.5 0.066
57445.5 0.052
57446.5 0.062
57447.5 0.055
57448.5 0.068
57449.5 0.089
57450.5 0.074
57451.5 0.053
57452.5 0.058
57453.5 0.000
57454.5 0.000
57455.5 0.000
57456.5 0.000
57457.5 0.000
57458.5 0.000
57459.5 0.000
57460.5 0.000
57461.5 0.000
57462.5 0.000
57463.5 0.000
57464.5 0.000
57465.5 0.000
57466.5 0.000
57467.5 0.000
57468.5 0.000
57469.5 0.000
57470.5 0.000
57471.5 0.000
57472.5 0.000
57473.5 0.000
57474.5 0.000
57475.5 0.000
57476.5 0.000
57477.5 0.000
57478.5 0.051
57479.5 0.072
57480.5 0.060
57481.5 0.015
57482.5 0.061
57483.5 0.072
57484.5 0.074
57485.5 0.041
57486.5 0.093
57487.5 0.057
57488.5 0.071
57489.5 0.041
57490.5 0.063
57491.5 0.078
57492.5 0.076
57493.5 0.075
57494.5 0.059
57495.5 0.039
57496.5 0.069
57497.5 0.064
57498.5 0.108
57499.5 0.064
57500.5 0.080
57501.5 0.066
57502.5 0.072
57503.5 0.054
57504.5 0.077
57505.5 0.083
57506.5 0.069
57507.5 0.091
57508.5 0.052
57509.5 0.056
57510.5 0.066
57511.5 0.000
57512.5 0.000
57513.5 0.000
57514.5 0.000
57515.5 0.000
57516.5 0.000
57517.5 0.000
57518.5 0.000
57519.5 0.000
57520.5 0.084
57521.5 0.063
57522.5 0.042
57523.5 0.041
57524.5 0.070
57525.5 0.027
57526.5 0.000
57527.5 0.000
57528.5 0.000
57529.5 0.000
57530.5 0.000
57531.5 0.000
57532.5 0.000
57533.5 0.000
57534.5 0.000
57535.5 0.000
57536.5 0.000
57537.5 0.000
57538.5 0.000
57539.5 0.000
57540.5 0.000
57541.5 0.000
57542.5 0.000
57543.5 0.000
57544.5 0.000
57545.5 0.000
57546.5 0.000
57547.5 0.000
57548.5 0.000
57549.5 0.000
57550.5 0.000
57551.5 0.000
57552.5 0.000
57553.5 0.029
57554.5 0.054
57555.5 0.000
57556.5 0.050
57557.5 0.065
57558.5 0.042
57559.5 0.052
57560.5 0.039
57561.5 0.066
57562.5 0.071
57563.5 0.046
57564.5 0.048
57565.5 0.045
57566.5 0.046
57567.5 0.058
57568.5 0.066
57569.5 0.087
57570.5 0.029
57571.5 0.055
57572.5 0.068
57573.5 0.054
57574.5 0.072
57575.5 0.083
57576.5 0.061
57577.5 0.043
57578.5 0.087
57579.5 0.071
57580.5 0.082
57581.5 0.048
57582.5 0.065
57583.5 0.049
57584.5 0.065
57585.5 0.069
57586.5 0.087
57587.5 0.065
57588.5 0.061
57589.5 0.050
57590.5 0.072
57591.5 0.072
57592.5 0.057
57593.5 0.093
57594.5 0.050
57595.5 0.069
57596.5 0.057
57597.5 0.059
57598.5 0.000
57599.5 0.000
57600.5 0.000
57601.5 0.000
57602.5 0.000
57603.5 0.000
57604.5 0.000
57605.5 0.000
57606.5 0.000
57607.5 0.000
57608.5 0.000
57609.5 0.000
57610.5 0.000
57611.5 0.000
57612.5 0.000
57613.5 0.000
57614.5 0.000
57615.5 0.000
57616.5 0.000
57617.5 0.000
57618.5 0.000
57619.5 0.000
57620.5 0.000
57621.5 0.000
57622.5 0.042
57623.5 0.074
57624.5 0.049
57625.5 0.038
57626.5 0.065
57627.5 0.077
57628.5 0.029
57629.5 0.045
57630.5 0.056
57631.5 0.077
57632.5 0.071
57633.5 0.075
57634.5 0.044
57635.5 0.068
57636.5 0.059
57637.5 0.062
57638.5 0.054
57639.5 0.069
57640.5 0.060
57641.5 0.069
57642.5 0.056
57643.5 0.035
57644.5 0.073
57645.5 0.045
57646.5 0.060
57647.5 0.082
57648.5 0.075
57649.5 0.041
57650.5 0.045
57651.5 0.054
57652.5 0.075
57653.5 0.091
57654.5 0.052
57655.5 0.055
57656.5 0.048
57657.5 0.055
57658.5 0.052
57659.5 0.071
57660.5 0.063
57661.5 0.056
57662.5 0.066
57663.5 0.045
57664.5 0.049
57665.5 0.055
57666.5 0.045
57667.5 0.057
57668.5 0.076
57669.5 0.038
57670.5 0.000
57671.5 0.000
57672.5 0.000
57673.5 0.000
57674.5 0.000
57675.5 0.000
57676.5 0.000
57677.5 0.000
57678.5 0.000
57679.5 0.000
57680.5 0.000
57681.5 0.000
57682.5 0.000
57683.5 0.000
57684.5 0.000
57685.5 0.000
57686.5 0.000
57687.5 0.000
57688.5 0.000
57689.5 0.000
57690.5 0.000
57691.5 0.000
57692.5 0.000
57693.5 0.000
57694.5 0.000
57695.5 0.065
57696.5 0.073
57697.5 0.066
57698.5 0.063
57699.5 0.049
57700.5 0.000
57701.5 0.054
57702.5 0.067
57703.5 0.063
57704.5 0.054
57705.5 0.080
57706.5 0.050
57707.5 0.044
57708.5 0.069
57709.5 0.049
57710.5 0.051
57711.5 0.073
57712.5 0.032
57713.5 0.053
57714.5 0.057
57715.5 0.084
57716.5 0.057
57717.5 0.055
57718.5 0.071
57719.5 0.053
57720.5 0.062
57721.5 0.066
57722.5 0.062
57723.5 0.062
57724.5 0.072
57725.5 0.062
57726.5 0.049
57727.5 0.050
57728.5 0.064
57729.5 0.084
57730.5 0.074
57731.5 0.068
57732.5 0.071
57733.5 0.124
57734.5 0.063
57735.5 0.054
57736.5 0.063
57737.5 0.067
57738.5 0.046
57739.5 0.066
57740.5 0.054
57741.5 0.040
57742.5 0.000
57743.5 0.000
57744.5 0.000
57745.5 0.000
57746.5 0.000
57747.5 0.000
57748.5 0.000
57749.5 0.000
57750.5 0.000
57751.5 0.000
57752.5 0.000
57753.5 0.000
57754.5 0.000
57755.5 0.000
57756.5 0.000
57757.5 0.000
57758.5 0.000
57759.5 0.000
57760.5 0.000
57761.5 0.000
57762.5 0.000
57763.5 0.000
57764.5 0.000
57765.5 0.000
57766.5 0.000
57767.5 0.041
57768.5 0.058
57769.5 0.070
57770.5 0.084
57771.5 0.078
57772.5 0.070
57773.5 0.058
57774.5 0.061
57775.5 0.072
57776.5 0.078
57777.5 0.088
57778.5 0.066
57779.5 0.000
57780.5 0.000
57781.5 0.000
57782.5 0.000
57783.5 0.000
57784.5 0.000
57785.5 0.000
57786.5 0.000
57787.5 0.000
57788.5 0.000
57789.5 0.000
57790.5 0.000
57791.5 0.000
57792.5 0.060
57793.5 0.057
57794.5 0.077
57795.5 0.068
57796.5 0.047
57797.5 0.041
57798.5 0.073
57799.5 0.035
57800.5 0.077
57801.5 0.039
57802.5 0.069
57803.5 0.067
57804.5 0.047
57805.5 0.046
57806.5 0.081
57807.5 0.057
57808.5 0.058
57809.5 0.067
57810.5 0.040
57811.5 0.070
57812.5 0.056
57813.5 0.037
57814.5 0.140
57815.5 0.000
57816.5 0.000
57817.5 0.000
57818.5 0.000
57819.5 0.000
57820.5 0.000
57821.5 0.000
57822.5 0.000
57823.5 0.000
57824.5 0.000
57825.5 0.000
57826.5 0.000
57827.5 0.000
57828.5 0.000
57829.5 0.000
57830.5 0.000
57831.5 0.000
57832.5 0.000
57833.5 0.000
57834.5 0.000
57835.5 0.000
57836.5 0.000
57837.5 0.000
57838.5 0.000
57839.5 0.030
57840.5 0.082
57841.5 0.020
57842.5 0.035
57843.5 0.005
57844.5 0.051
57845.5 0.060
57846.5 0.069
57847.5 0.050
57848.5 0.052
57849.5 0.050
57850.5 0.082
57851.5 0.056
57852.5 0.054
57853.5 0.046
57854.5 0.078
57855.5 0.035
57856.5 0.091
57857.5 0.112
57858.5 0.059
57859.5 0.056
57860.5 0.064
57861.5 0.051
57862.5 0.062
57863.5 0.056
57864.5 0.049
57865.5 0.070
57866.5 0.076
57867.5 0.074
57868.5 0.069
57869.5 0.061
57870.5 0.055
57871.5 0.052
57872.5 0.058
57873.5 0.194
57874.5 0.000
57875.5 0.000
57876.5 0.000
57877.5 0.000
57878.5 0.000
57879.5 0.000
57880.5 0.000
57881.5 0.000
57882.5 -0.015
57883.5 0.132
57884.5 0.066
57885.5 0.055
57886.5 0.009
57887.5 0.000
57888.5 0.000
57889.5 0.000
57890.5 0.000
57891.5 0.000
57892.5 0.000
57893.5 0.000
57894.5 0.000
57895.5 0.000
57896.5 0.000
57897.5 0.000
57898.5 0.000
57899.5 0.000
57900.5 0.000
57901.5 0.000
57902.5 0.000
57903.5 0.000
57904.5 0.000
57905.5 0.000
57906.5 0.000
57907.5 0.000
57908.5 0.000
57909.5 0.000
57910.5 0.000
57911.5 0.000
57912.5 0.000
57913.5 0.000
57914.5 0.000
57915.5 0.000
57916.5 0.015
57917.5 0.029
57918.5 0.023
57919.5 0.000
57920.5 0.021
57921.5 0.027
57922.5 0.047
57923.5 0.030
57924.5 0.038
57925.5 0.056
57926.5 0.054
57927.5 0.031
57928.5 0.043
57929.5 0.040
57930.5 0.032
57931.5 0.014
57932.5 0.062
57933.5 0.044
57934.5 0.032
57935.5 0.041
57936.5 0.045
57937.5 0.036
57938.5 0.035
57939.5 0.052
57940.5 0.032
57941.5 0.040
57942.5 0.034
57943.5 0.031
57944.5 0.017
57945.5 0.048
57946.5 0.043
57947.5 0.035
57948.5 0.054
57949.5 0.046
57950.5 0.046
57951.5 0.047
57952.5 0.059
57953.5 0.051
57954.5 0.034
57955.5 0.049
57956.5 0.048
57957.5 0.034
57958.5 0.064
57959.5 0.000
57960.5 0.000
57961.5 0.000
57962.5 0.066
57963.5 0.039
57964.5 0.000
57965.5 0.000
57966.5 0.000
57967.5 0.000
57968.5 0.000
57969.5 0.000
57970.5 0.000
57971.5 0.000
57972.5 0.000
57973.5 0.000
57974.5 0.000
57975.5 0.000
57976.5 0.000
57977.5 0.000
57978.5 0.000
57979.5 0.000
57980.5 0.000
57981.5 0.000
57982.5 0.000
57983.5 0.000
57984.5 0.040
57985.5 0.051
57986.5 0.027
57987.5 0.038
57988.5 0.033
57989.5 0.038
57990.5 0.016
57991.5 0.033
57992.5 0.020
57993.5 0.050
57994.5 0.045
57995.5 0.031
57996.5 0.030
57997.5 0.018
57998.5 0.059
57999.5 0.036
58000.5 0.047
58001.5 0.044
58002.5 0.037
58003.5 0.027
58004.5 0.034
58005.5 0.033
58006.5 0.032
58007.5 0.037
58008.5 0.031
58009.5 0.040
58010.5 0.028
58011.5 0.025
58012.5 0.032
58013.5 0.042
58014.5 0.044
58015.5 0.031
58016.5 0.038
58017.5 0.031
58018.5 0.045
58019.5 0.065
58020.5 0.008
58021.5 0.048
58022.5 0.029
58023.5 0.041
58024.5 0.020
58025.5 0.020
58026.5 0.070
58027.5 0.033
58028.5 0.043
58029.5 0.015
58030.5 0.009
58031.5 0.000
58032.5 0.000
58033.5 0.000
58034.5 0.000
58035.5 0.000
58036.5 0.000
58037.5 0.000
58038.5 0.000
58039.5 0.000
58040.5 0.000
58041.5 0.000
58042.5 0.000
58043.5 0.000
58044.5 0.000
58045.5 0.000
58046.5 0.000
58047.5 0.000
58048.5 0.000
58049.5 0.000
58050.5 0.000
58051.5 0.000
58052.5 0.000
58053.5 0.000
58054.5 0.000
58055.5 0.000
58056.5 0.070
58057.5 0.033
58058.5 0.034
58059.5 0.056
58060.5 0.029
58061.5 0.040
58062.5 0.015
58063.5 0.028
58064.5 0.040
58065.5 0.044
58066.5 0.059
58067.5 0.024
58068.5 0.025
58069.5 0.043
58070.5 0.036
58071.5 0.013
58072.5 0.052
58073.5 0.021
58074.5 0.021
58075.5 0.036
58076.5 0.057
58077.5 0.048
58078.5 0.039
58079.5 0.038
58080.5 0.030
58081.5 0.031
58082.5 0.053
58083.5 0.036
58084.5 0.048
58085.5 0.042
58086.5 0.029
58087.5 0.027
58088.5 0.031
58089.5 0.038
58090.5 0.026
58091.5 0.022
58092.5 0.023
58093.5 0.026
58094.5 0.022
58095.5 0.045
58096.5 0.050
58097.5 0.031
58098.5 0.061
58099.5 0.054
58100.5 0.040
58101.5 0.038
58102.5 0.044
58103.5 0.000
58104.5 0.000
58105.5 0.000
58106.5 0.000
58107.5 0.000
58108.5 0.000
58109.5 0.000
58110.5 0.000
58111.5 0.000
58112.5 0.000
58113.5 0.000
58114.5 0.000
58115.5 0.000
58116.5 0.000
58117.5 0.000
58118.5 0.000
58119.5 0.000
58120.5 0.000
58121.5 0.000
58122.5 0.000
58123.5 0.000
58124.5 0.000
58125.5 0.000
58126.5 0.000
58127.5 0.000
58128.5 0.051
58129.5 0.067
58130.5 0.041
58131.5 0.023
58132.5 0.030
58133.5 0.031
58134.5 0.031
58135.5 0.036
58136.5 0.046
58137.5 0.051
58138.5 0.045
58139.5 0.016
58140.5 0.033
58141.5 0.043
58142.5 0.045
58143.5 0.035
58144.5 0.036
58145.5 0.039
58146.5 0.042
58147.5 0.041
58148.5 0.031
58149.5 0.041
58150.5 0.037
58151.5 0.049
58152.5 0.054
58153.5 0.026
58154.5 0.054
58155.5 0.037
58156.5 0.035
58157.5 0.032
58158.5 0.028
58159.5 0.045
58160.5 0.037
58161.5 0.027
