MJD GSC_ch1 GSC_ch1_e GSC_ch2 GSC_ch2_e GSC_ch3 GSC_ch3_e BAT_ch1 BAT_ch1_e	BAT_ch2 BAT_ch2_e BAT_ch3 BAT_ch3_e BAT_ch4 BAT_ch4_e HR HR_e
55090.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000688 0.000063  0.000513 0.000070  0.000158 0.000059  0.000055 0.000043 		-100.000000    0.000000
55091.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.002046 0.000383  0.001181 0.000387  0.000694 0.000308 -0.000220 0.000178 		-100.000000    0.000000
55092.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55093.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55094.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55095.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55096.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55097.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000933 0.000079  0.000848 0.000086  0.000363 0.000073  0.000061 0.000055 		-100.000000    0.000000
55098.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001013 0.000074  0.000915 0.000078  0.000399 0.000065 -0.000039 0.000045 		-100.000000    0.000000
55099.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000575 0.000088  0.000506 0.000095  0.000287 0.000080  0.000060 0.000062 		-100.000000    0.000000
55100.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000192 0.000662  0.001121 0.000579 -0.000572 0.000441  0.000196 0.000201 		-100.000000    0.000000
55101.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000674 0.000135  0.000575 0.000147  0.000271 0.000122 -0.000359 0.000092 		-100.000000    0.000000
55102.5 -0.005 0.044  0.094 0.107  0.030 0.098 		 0.000862 0.000511  0.000685 0.000484 -0.000577 0.000393  0.000550 0.000249 		   0.109245    0.915270
55103.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001167 0.000138  0.001029 0.000139  0.000293 0.000114  0.000077 0.000070 		-100.000000    0.000000
55104.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000801 0.000247  0.000773 0.000250  0.000097 0.000203  0.000121 0.000143 		-100.000000    0.000000
55105.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001340 0.000158  0.000935 0.000162  0.000384 0.000134 -0.000054 0.000086 		-100.000000    0.000000
55106.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001432 0.000166  0.001159 0.000171  0.000282 0.000140  0.000066 0.000085 		-100.000000    0.000000
55107.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000253 0.000152  0.000592 0.000158  0.000318 0.000133 -0.000260 0.000085 		-100.000000    0.000000
55108.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001021 0.000123  0.000795 0.000135  0.000421 0.000117 -0.000006 0.000085 		-100.000000    0.000000
55109.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.001197 0.001123 -0.002125 0.001109  0.000262 0.000857 -0.001257 0.000535 		-100.000000    0.000000
55110.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000647 0.000089  0.000588 0.000096  0.000257 0.000080  0.000022 0.000057 		-100.000000    0.000000
55111.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000818 0.000056  0.000582 0.000061  0.000208 0.000051 -0.000012 0.000038 		-100.000000    0.000000
55112.5  0.029 0.025  0.071 0.031  0.028 0.033 		 0.000575 0.000065  0.000647 0.000070  0.000226 0.000060 -0.000010 0.000045 		   0.007853    0.007123
55113.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000903 0.000090  0.000723 0.000094  0.000411 0.000078 -0.000013 0.000053 		-100.000000    0.000000
55114.5  0.010 0.011  0.015 0.012  0.026 0.017 		 0.000550 0.000093  0.000599 0.000100  0.000351 0.000084 -0.000088 0.000063 		   0.034647    0.037134
55115.5  0.040 0.011  0.026 0.010  0.006 0.013 		 0.000399 0.000078  0.000312 0.000087  0.000118 0.000076  0.000047 0.000066 		   0.002934    0.002054
55116.5  0.062 0.011  0.042 0.010  0.019 0.013 		 0.001610 0.000159  0.001053 0.000161  0.000189 0.000134  0.000077 0.000080 		   0.003059    0.002236
55117.5  0.046 0.010  0.077 0.011  0.016 0.011 		 0.000947 0.000056  0.000803 0.000061  0.000321 0.000051  0.000073 0.000037 		   0.006919    0.001887
55118.5  0.030 0.009  0.060 0.010  0.018 0.012 		 0.000689 0.000077  0.000717 0.000083  0.000422 0.000070 -0.000081 0.000052 		   0.014106    0.004884
55119.5  0.063 0.010  0.065 0.010  0.023 0.011 		 0.000611 0.000140  0.000764 0.000149  0.000225 0.000131  0.000059 0.000101 		   0.003573    0.002152
55120.5  0.049 0.009  0.042 0.008  0.015 0.011 		 0.000670 0.000093  0.000665 0.000099  0.000402 0.000086  0.000065 0.000061 		   0.008132    0.002293
55121.5  0.058 0.011  0.052 0.010  0.042 0.012 		 0.001354 0.000172  0.000359 0.000183  0.000576 0.000154 -0.000034 0.000104 		   0.010006    0.003281
55122.5  0.058 0.014  0.071 0.013  0.026 0.017 		 0.001012 0.000242  0.001248 0.000245  0.000776 0.000201  0.000157 0.000133 		   0.013313    0.004649
55123.5  0.073 0.009  0.078 0.009  0.041 0.011 		 0.000885 0.000503  0.000639 0.000503  0.001933 0.000417  0.000433 0.000283 		   0.026580    0.006571
55124.5  0.051 0.008  0.055 0.008  0.032 0.010 		 0.001707 0.000194  0.000861 0.000200  0.000528 0.000165  0.000147 0.000103 		   0.010351    0.003622
55125.5  0.044 0.007  0.040 0.007  0.015 0.010 		 0.000809 0.000241  0.001242 0.000253  0.000553 0.000209 -0.000249 0.000142 		   0.012695    0.005249
55126.5  0.064 0.011  0.059 0.011  0.020 0.014 		 0.000710 0.000081  0.000739 0.000085  0.000286 0.000069 -0.000038 0.000046 		   0.004444    0.001332
55127.5  0.040 0.007  0.026 0.006  0.022 0.009 		 0.000570 0.000082  0.000397 0.000088  0.000359 0.000074  0.000068 0.000055 		   0.008987    0.002407
55128.5  0.059 0.007  0.056 0.007  0.008 0.009 		 0.000873 0.000080  0.000858 0.000085  0.000354 0.000071  0.000026 0.000051 		   0.006026    0.001420
55129.5  0.043 0.006  0.044 0.005  0.023 0.007 		 0.001119 0.000152  0.000992 0.000162  0.000355 0.000135  0.000129 0.000091 		   0.008284    0.003331
55130.5  0.054 0.005  0.064 0.005  0.015 0.006 		 0.001142 0.000137  0.000730 0.000143  0.000121 0.000118  0.000040 0.000080 		   0.002251    0.002212
55131.5  0.040 0.005  0.047 0.005  0.019 0.006 		 0.000577 0.000071  0.000505 0.000075  0.000078 0.000062  0.000037 0.000044 		   0.001916    0.001553
55132.5  0.050 0.005  0.050 0.005  0.017 0.006 		 0.000993 0.000084  0.000619 0.000085  0.000389 0.000070 -0.000008 0.000045 		   0.007832    0.001609
55133.5  0.069 0.008  0.065 0.007  0.008 0.008 		 0.003313 0.002744 -0.004230 0.002768 -0.002040 0.002083 -0.000633 0.001125 		  -0.029637   -0.030482
55134.5  0.041 0.004  0.043 0.004  0.022 0.005 		 0.000700 0.000107  0.000660 0.000115  0.000216 0.000095 -0.000156 0.000069 		   0.005309    0.002401
55135.5  0.041 0.004  0.040 0.004  0.018 0.005 		 0.000851 0.000074  0.000661 0.000080  0.000201 0.000068  0.000057 0.000050 		   0.004927    0.001759
55136.5  0.065 0.005  0.059 0.005  0.032 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55137.5  0.065 0.005  0.063 0.005  0.009 0.006 		 0.000684 0.000284  0.000933 0.000290  0.000754 0.000238  0.000125 0.000156 		   0.011526    0.003758
55138.5  0.056 0.005  0.055 0.005  0.007 0.005 		-0.000310 0.000361  0.000542 0.000373  0.000546 0.000315  0.000456 0.000209 		   0.009834    0.005727
55139.5  0.085 0.006  0.080 0.005  0.028 0.006 		 0.000907 0.000168  0.000689 0.000174  0.000479 0.000144 -0.000107 0.000097 		   0.005630    0.001737
55140.5  0.057 0.006  0.055 0.005  0.040 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55141.5  0.059 0.006  0.053 0.005  0.030 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55142.5  0.057 0.006  0.048 0.005  0.013 0.007 		 0.000860 0.000164  0.000880 0.000176  0.000061 0.000146  0.000078 0.000104 		   0.001077    0.002571
55143.5  0.063 0.006  0.052 0.006  0.009 0.007 		 0.000897 0.000069  0.000668 0.000074  0.000234 0.000062 -0.000037 0.000044 		   0.003712    0.001042
55144.5  0.055 0.006  0.064 0.006  0.031 0.008 		 0.001223 0.000253  0.000766 0.000255  0.000204 0.000211  0.000060 0.000129 		   0.003687    0.003835
55145.5  0.047 0.005  0.052 0.006  0.004 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55146.5  0.056 0.006  0.066 0.006  0.023 0.008 		 0.001116 0.000103  0.001021 0.000111  0.000428 0.000093  0.000023 0.000070 		   0.007688    0.001867
55147.5  0.034 0.006  0.049 0.007  0.029 0.010 		 0.001215 0.000168  0.001005 0.000170  0.000263 0.000139  0.000015 0.000092 		   0.007671    0.004314
55148.5  0.069 0.009  0.083 0.008  0.057 0.011 		 0.001257 0.000236  0.001194 0.000240 -0.000167 0.000201 -0.000133 0.000141 		  -0.002421   -0.002932
55149.5  0.058 0.013  0.046 0.011 -0.020 0.013 		 0.000902 0.000096  0.000759 0.000101  0.000457 0.000085  0.000008 0.000063 		   0.007872    0.002289
55150.5  0.068 0.013  0.033 0.010  0.014 0.013 		 0.000856 0.000199 -0.000048 0.000205  0.000236 0.000170  0.000088 0.000114 		   0.003451    0.002567
55151.5  0.070 0.012  0.053 0.011  0.036 0.013 		 0.000436 0.000218  0.000677 0.000226  0.000429 0.000190  0.000138 0.000135 		   0.006159    0.002925
55152.5  0.044 0.011  0.061 0.010  0.001 0.011 		 0.000552 0.000185  0.000301 0.000201 -0.000092 0.000174 -0.000152 0.000131 		  -0.002105   -0.004020
55153.5  0.039 0.009  0.056 0.010  0.018 0.011 		 0.001146 0.000147  0.001054 0.000159  0.000209 0.000135  0.000010 0.000102 		   0.005343    0.003671
55154.5  0.056 0.007  0.047 0.006  0.025 0.007 		 0.001190 0.000133  0.000949 0.000142  0.000327 0.000123 -0.000141 0.000091 		   0.005804    0.002277
55155.5  0.048 0.007  0.068 0.007  0.011 0.008 		 0.001115 0.000082  0.000751 0.000086  0.000428 0.000071  0.000017 0.000050 		   0.008982    0.001953
55156.5  0.073 0.007  0.068 0.007  0.006 0.007 		 0.000757 0.000099  0.000765 0.000106  0.000214 0.000089  0.000032 0.000064 		   0.002925    0.001249
55157.5  0.051 0.007  0.068 0.007  0.012 0.008 		 0.001038 0.000080  0.000820 0.000085  0.000278 0.000072 -0.000050 0.000051 		   0.005434    0.001569
55158.5  0.063 0.014  0.068 0.014  0.050 0.019 		 0.000719 0.000097  0.000499 0.000103  0.000291 0.000087  0.000073 0.000062 		   0.004634    0.001714
55159.5  0.054 0.007  0.059 0.007  0.030 0.008 		 0.000400 0.000084  0.000421 0.000088  0.000175 0.000073  0.000015 0.000051 		   0.003241    0.001428
55160.5  0.050 0.012  0.061 0.011  0.029 0.013 		 0.001030 0.000120  0.000508 0.000127  0.000203 0.000108  0.000016 0.000083 		   0.004046    0.002371
55161.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000823 0.000099  0.000548 0.000104  0.000345 0.000088  0.000051 0.000066 		-100.000000    0.000000
55162.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001119 0.000096  0.000862 0.000102  0.000194 0.000088 -0.000018 0.000066 		-100.000000    0.000000
55163.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55164.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000743 0.000236  0.000482 0.000260 -0.000124 0.000232  0.000112 0.000182 		-100.000000    0.000000
55165.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000682 0.000387  0.000562 0.000452  0.000107 0.000414  0.001001 0.000402 		-100.000000    0.000000
55166.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000270 0.000141  0.000323 0.000147 -0.000019 0.000122 -0.000039 0.000088 		-100.000000    0.000000
55167.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55168.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55169.5  0.041 0.009  0.093 0.013  0.027 0.011 		 0.000726 0.000188  0.000839 0.000202 -0.000030 0.000169  0.000178 0.000129 		  -0.000718   -0.004093
55170.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000787 0.000137  0.000661 0.000151  0.000355 0.000123  0.000035 0.000098 		-100.000000    0.000000
55171.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55172.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.002405 0.000287  0.001696 0.000297  0.000759 0.000239  0.000279 0.000193 		-100.000000    0.000000
55173.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000936 0.000062  0.000742 0.000065  0.000384 0.000054  0.000072 0.000039 		-100.000000    0.000000
55174.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001053 0.000079  0.001006 0.000083  0.000370 0.000068  0.000001 0.000048 		-100.000000    0.000000
55175.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000878 0.000080  0.000908 0.000083  0.000251 0.000067  0.000076 0.000046 		-100.000000    0.000000
55176.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001196 0.000069  0.000939 0.000073  0.000489 0.000060  0.000050 0.000043 		-100.000000    0.000000
55177.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000987 0.000091  0.000870 0.000095  0.000522 0.000079  0.000053 0.000057 		-100.000000    0.000000
55178.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001020 0.000091  0.000974 0.000096  0.000479 0.000080  0.000051 0.000058 		-100.000000    0.000000
55179.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000953 0.000080  0.000739 0.000083  0.000151 0.000068  0.000019 0.000048 		-100.000000    0.000000
55180.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000864 0.000097  0.000922 0.000101  0.000356 0.000083 -0.000071 0.000059 		-100.000000    0.000000
55181.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000941 0.000075  0.000929 0.000079  0.000464 0.000064  0.000022 0.000045 		-100.000000    0.000000
55182.5  0.057 0.012  0.087 0.013  0.022 0.014 		 0.000637 0.000109  0.000895 0.000116  0.000405 0.000097  0.000038 0.000068 		   0.007126    0.002321
55183.5  0.071 0.011  0.095 0.011  0.034 0.012 		 0.001066 0.000092  0.000929 0.000096  0.000359 0.000078  0.000040 0.000054 		   0.005035    0.001359
55184.5  0.053 0.010  0.050 0.009 -0.001 0.010 		 0.000974 0.000088  0.000808 0.000093  0.000409 0.000076  0.000120 0.000052 		   0.007674    0.002015
55185.5  0.066 0.010  0.065 0.009  0.030 0.011 		 0.000569 0.000837  0.000323 0.000856  0.001805 0.000608 -0.000631 0.000413 		   0.027388    0.010141
55186.5  0.072 0.010  0.069 0.009  0.025 0.010 		 0.000284 0.000070  0.000249 0.000074  0.000227 0.000057  0.000087 0.000042 		   0.003164    0.000921
55187.5  0.054 0.009  0.056 0.008  0.020 0.009 		 0.000324 0.000067  0.000201 0.000073  0.000295 0.000059 -0.000004 0.000045 		   0.005457    0.001392
55188.5  0.054 0.010  0.069 0.009  0.015 0.011 		 0.000862 0.000058  0.000767 0.000063  0.000376 0.000052  0.000007 0.000039 		   0.007007    0.001625
55189.5  0.064 0.010  0.050 0.009  0.030 0.010 		 0.000885 0.000060  0.000804 0.000064  0.000286 0.000053  0.000009 0.000039 		   0.004437    0.001078
55190.5  0.073 0.012  0.070 0.011  0.025 0.013 		 0.000663 0.000058  0.000603 0.000063  0.000264 0.000052  0.000038 0.000041 		   0.003615    0.000933
55191.5  0.054 0.010  0.064 0.010  0.022 0.012 		 0.000881 0.000053  0.000574 0.000058  0.000224 0.000048 -0.000077 0.000038 		   0.004160    0.001208
55192.5  0.104 0.016  0.072 0.013  0.045 0.016 		 0.001371 0.000173  0.001104 0.000173  0.000149 0.000134  0.000037 0.000084 		   0.001431    0.001310
55193.5  0.054 0.010  0.054 0.010  0.006 0.012 		 0.000905 0.000170  0.000581 0.000168  0.000537 0.000134 -0.000092 0.000080 		   0.009961    0.003062
55194.5  0.036 0.007  0.052 0.007  0.033 0.009 		 0.001964 0.000975  0.003889 0.000952  0.000851 0.000770  0.000022 0.000457 		   0.023540    0.021746
55195.5  0.053 0.007  0.068 0.007  0.008 0.009 		 0.001009 0.000241  0.000645 0.000271  0.000437 0.000225 -0.000129 0.000183 		   0.008232    0.004379
55196.5  0.043 0.007  0.061 0.007  0.031 0.009 		 0.000550 0.000373  0.000442 0.000377  0.000747 0.000311 -0.000030 0.000189 		   0.017400    0.007746
55197.5  0.057 0.008  0.051 0.007  0.004 0.010 		 0.001471 0.000218  0.000767 0.000230  0.000234 0.000199  0.000071 0.000142 		   0.004109    0.003540
55198.5  0.063 0.008  0.074 0.008  0.019 0.010 		 0.000704 0.000204  0.001211 0.000199  0.000047 0.000155 -0.000039 0.000088 		   0.000741    0.002462
55199.5  0.052 0.006  0.055 0.006  0.017 0.007 		 0.000754 0.000321  0.000913 0.000312  0.000876 0.000256 -0.000053 0.000147 		   0.016846    0.005289
55200.5  0.059 0.005  0.073 0.005  0.033 0.007 		 0.001460 0.000297  0.000478 0.000292 -0.000114 0.000242  0.000040 0.000155 		  -0.001921   -0.004072
55201.5  0.060 0.005  0.053 0.005  0.020 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55202.5  0.095 0.006  0.081 0.005  0.014 0.006 		 0.000575 0.000160  0.000747 0.000158  0.000303 0.000127  0.000110 0.000075 		   0.003179    0.001345
55203.5  0.073 0.005  0.052 0.005  0.014 0.006 		 0.000299 0.000208  0.000212 0.000214  0.000035 0.000174  0.000317 0.000120 		   0.000481    0.002372
55204.5  0.070 0.005  0.070 0.005  0.019 0.006 		 0.001246 0.000199  0.001018 0.000214  0.000295 0.000180 -0.000065 0.000131 		   0.004233    0.002600
55205.5  0.062 0.005  0.071 0.005  0.021 0.006 		 0.000745 0.000057  0.000525 0.000063  0.000431 0.000054  0.000008 0.000043 		   0.006968    0.001044
55206.5  0.064 0.005  0.078 0.005  0.034 0.006 		 0.001082 0.000143  0.000704 0.000144  0.000193 0.000116  0.000011 0.000070 		   0.003023    0.001828
55207.5  0.080 0.005  0.077 0.005  0.028 0.006 		 0.000833 0.000096  0.000842 0.000102  0.000356 0.000087 -0.000054 0.000064 		   0.004482    0.001134
55208.5  0.058 0.005  0.076 0.005  0.014 0.006 		 0.000951 0.000100  0.000822 0.000101  0.000441 0.000083 -0.000020 0.000053 		   0.007614    0.001584
55209.5  0.080 0.006  0.071 0.005  0.030 0.006 		 0.001142 0.000101  0.001075 0.000101  0.000328 0.000081  0.000024 0.000048 		   0.004081    0.001048
55210.5  0.057 0.005  0.073 0.005  0.020 0.006 		 0.000854 0.000082  0.000761 0.000087  0.000258 0.000072 -0.000036 0.000049 		   0.004567    0.001347
55211.5  0.056 0.005  0.059 0.005  0.003 0.007 		 0.000985 0.000077  0.000840 0.000081  0.000335 0.000066  0.000017 0.000043 		   0.005952    0.001298
55212.5  0.065 0.006  0.065 0.006  0.016 0.007 		 0.001168 0.000084  0.000932 0.000088  0.000632 0.000073  0.000090 0.000049 		   0.009780    0.001439
55213.5  0.068 0.007  0.062 0.006  0.031 0.008 		 0.000493 0.000104  0.000275 0.000111  0.000225 0.000091 -0.000022 0.000062 		   0.003312    0.001381
55214.5  0.051 0.006  0.066 0.006  0.019 0.008 		 0.001341 0.000223  0.001010 0.000213  0.000604 0.000168 -0.000054 0.000092 		   0.011919    0.003572
55215.5  0.053 0.006  0.077 0.006  0.016 0.008 		 0.000845 0.000082  0.000549 0.000085  0.000378 0.000069 -0.000033 0.000044 		   0.007082    0.001520
55216.5  0.059 0.010  0.059 0.010  0.030 0.014 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55217.5  0.085 0.010  0.065 0.009  0.030 0.012 		 0.000717 0.000213  0.000503 0.000210  0.000568 0.000173  0.000062 0.000106 		   0.006674    0.002169
55218.5  0.070 0.010  0.085 0.009  0.021 0.011 		 0.001151 0.000215  0.000854 0.000230  0.000069 0.000200 -0.000456 0.000160 		   0.000979    0.002849
55219.5  0.051 0.010  0.069 0.010  0.001 0.011 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55220.5  0.064 0.010  0.078 0.010  0.026 0.012 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55221.5  0.063 0.010  0.068 0.010 -0.002 0.011 		 0.001285 0.000856 -0.000831 0.000832 -0.000126 0.000696  0.000114 0.000420 		  -0.001981   -0.010973
55222.5  0.081 0.012  0.075 0.011  0.020 0.012 		 0.001163 0.000095  0.001238 0.000092  0.000542 0.000074 -0.000010 0.000043 		   0.006654    0.001326
55223.5  0.076 0.011  0.078 0.011  0.029 0.012 		 0.001170 0.000126  0.000911 0.000127  0.000277 0.000104  0.000050 0.000065 		   0.003625    0.001466
