MJD GSC_ch1 GSC_ch1_e GSC_ch2 GSC_ch2_e GSC_ch3 GSC_ch3_e BAT_ch1 BAT_ch1_e	BAT_ch2 BAT_ch2_e BAT_ch3 BAT_ch3_e BAT_ch4 BAT_ch4_e HR HR_e
55428.5  0.076 0.012  0.072 0.011  0.014 0.013 		 0.000948 0.000092  0.000689 0.000096  0.000211 0.000080 -0.000002 0.000054 		   0.002796    0.001146
55429.5  0.061 0.011  0.071 0.011  0.036 0.013 		 0.000929 0.000157  0.000579 0.000155  0.000363 0.000130  0.000174 0.000076 		   0.005901    0.002362
55430.5  0.057 0.011  0.041 0.009  0.021 0.012 		 0.000567 0.000151  0.000377 0.000145  0.000393 0.000114 -0.000107 0.000064 		   0.006858    0.002368
55431.5  0.045 0.011  0.066 0.010  0.013 0.012 		 0.001033 0.000121  0.000393 0.000123  0.000330 0.000101 -0.000007 0.000063 		   0.007334    0.002891
55432.5  0.050 0.011  0.042 0.010  0.021 0.013 		 0.000775 0.000199  0.000480 0.000199  0.000003 0.000167 -0.000076 0.000099 		   0.000063    0.003313
55433.5  0.048 0.011  0.079 0.011  0.020 0.013 		 0.001127 0.000166  0.000905 0.000162  0.000433 0.000130  0.000018 0.000075 		   0.009051    0.003389
55434.5  0.028 0.010  0.036 0.010  0.030 0.012 		 0.000850 0.000066  0.000777 0.000072  0.000401 0.000061  0.000031 0.000044 		   0.014161    0.005319
55435.5  0.059 0.011  0.048 0.010  0.018 0.013 		 0.000856 0.000099  0.000554 0.000098  0.000279 0.000082  0.000004 0.000049 		   0.004713    0.001628
55436.5  0.045 0.012  0.064 0.012  0.026 0.014 		 0.000886 0.000133  0.000435 0.000132  0.000157 0.000112 -0.000105 0.000070 		   0.003492    0.002649
55437.5  0.000 0.011  0.051 0.013  0.014 0.015 		 0.000837 0.000172  0.001179 0.000169  0.000263 0.000143 -0.000023 0.000082 		-100.000000    0.000000
55438.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001005 0.000120  0.000615 0.000119  0.000191 0.000099  0.000047 0.000059 		-100.000000    0.000000
55439.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000748 0.000091  0.000508 0.000090  0.000201 0.000074  0.000005 0.000044 		-100.000000    0.000000
55440.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.001009 0.000066  0.000567 0.000068  0.000349 0.000057  0.000049 0.000039 		-100.000000    0.000000
55441.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000724 0.000038  0.000637 0.000041  0.000371 0.000035  0.000187 0.000026 		-100.000000    0.000000
55442.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000605 0.000043  0.000668 0.000047  0.000278 0.000040  0.000034 0.000030 		-100.000000    0.000000
55443.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000592 0.000042  0.000561 0.000046  0.000151 0.000039 -0.000018 0.000029 		-100.000000    0.000000
55444.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000810 0.000053  0.000587 0.000056  0.000304 0.000048 -0.000030 0.000034 		-100.000000    0.000000
55445.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000672 0.000041  0.000513 0.000042  0.000309 0.000036 -0.000001 0.000024 		-100.000000    0.000000
55446.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000987 0.000037  0.000841 0.000038  0.000369 0.000032  0.000036 0.000022 		-100.000000    0.000000
55447.5 -0.027 0.042  0.019 0.048 -0.047 0.078 		 0.000801 0.000045  0.000632 0.000047  0.000295 0.000039 -0.000010 0.000027 		  -0.010923   -0.017115
55448.5  0.064 0.007  0.057 0.007  0.054 0.010 		 0.000751 0.000041  0.000677 0.000044  0.000421 0.000036 -0.000018 0.000025 		   0.006548    0.000945
55449.5  0.001 0.018  0.108 0.027  0.143 0.037 		 0.000673 0.000044  0.000669 0.000047  0.000275 0.000040 -0.000070 0.000029 		   0.189030    2.404765
55450.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000423 0.000048  0.000387 0.000050  0.000173 0.000041 -0.000017 0.000028 		-100.000000    0.000000
55451.5  0.037 0.013  0.058 0.013  0.082 0.019 		 0.000627 0.000042  0.000454 0.000045  0.000231 0.000039  0.000024 0.000028 		   0.006200    0.002386
55452.5  0.087 0.031  0.096 0.030 -0.033 0.035 		 0.000379 0.000046  0.000405 0.000050  0.000310 0.000043  0.000087 0.000033 		   0.003578    0.001382
55453.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000725 0.000039  0.000534 0.000042  0.000253 0.000035  0.000024 0.000026 		-100.000000    0.000000
55454.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000226 0.000064  0.000403 0.000068  0.000180 0.000057  0.000052 0.000043 		-100.000000    0.000000
55455.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000537 0.000044  0.000556 0.000047  0.000224 0.000040  0.000045 0.000028 		-100.000000    0.000000
55456.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000735 0.000044  0.000534 0.000047  0.000242 0.000040  0.000024 0.000030 		-100.000000    0.000000
55457.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000409 0.000045  0.000341 0.000049  0.000129 0.000043 -0.000013 0.000032 		-100.000000    0.000000
55458.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000552 0.000047  0.000476 0.000051  0.000169 0.000044  0.000024 0.000032 		-100.000000    0.000000
55459.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000408 0.000043  0.000455 0.000047  0.000269 0.000040 -0.000017 0.000029 		-100.000000    0.000000
55460.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000337 0.000096  0.000257 0.000098  0.000147 0.000079 -0.000077 0.000050 		-100.000000    0.000000
55461.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000470 0.000180 -0.000096 0.000188  0.000007 0.000156 -0.000137 0.000104 		-100.000000    0.000000
55462.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000072 0.000143  0.000412 0.000151  0.000213 0.000127 -0.000045 0.000093 		-100.000000    0.000000
55463.5  0.017 0.013  0.042 0.014  0.031 0.018 		 0.000077 0.000090  0.000488 0.000094  0.000163 0.000077  0.000007 0.000052 		   0.009340    0.008140
55464.5  0.025 0.009  0.028 0.010 -0.002 0.013 		 0.000742 0.000111  0.000626 0.000110  0.000270 0.000090  0.000054 0.000054 		   0.010649    0.005234
55465.5  0.053 0.013  0.070 0.012 -0.022 0.014 		 0.000320 0.000091  0.000389 0.000093  0.000114 0.000076 -0.000092 0.000051 		   0.002135    0.001521
55466.5  0.056 0.022  0.061 0.021  0.022 0.024 		 0.000559 0.000099  0.000617 0.000104  0.000459 0.000088  0.000084 0.000065 		   0.008229    0.003588
55467.5  0.052 0.010  0.054 0.010  0.016 0.012 		 0.000773 0.000126  0.000611 0.000130  0.000210 0.000105  0.000052 0.000068 		   0.004055    0.002164
55468.5  0.064 0.010  0.046 0.009  0.012 0.011 		 0.000370 0.000173  0.000636 0.000163  0.000118 0.000129 -0.000072 0.000070 		   0.001846    0.002037
55469.5  0.066 0.010  0.053 0.009  0.007 0.011 		 0.000785 0.000170  0.000454 0.000162  0.000086 0.000129  0.000141 0.000069 		   0.001319    0.001982
55470.5  0.032 0.009  0.035 0.009 -0.007 0.011 		 0.000633 0.000173  0.000351 0.000165  0.000214 0.000132  0.000020 0.000071 		   0.006604    0.004500
55471.5  0.060 0.010  0.048 0.009  0.002 0.011 		 0.000253 0.000120  0.000157 0.000120  0.000371 0.000098 -0.000002 0.000060 		   0.006185    0.001941
55472.5  0.043 0.010  0.039 0.009  0.008 0.010 		 0.000283 0.000084  0.000343 0.000087  0.000183 0.000072 -0.000044 0.000047 		   0.004264    0.001930
55473.5  0.017 0.011  0.062 0.012  0.023 0.017 		 0.000404 0.000225  0.000478 0.000201  0.000445 0.000156  0.000022 0.000077 		   0.026732    0.019837
55474.5  0.046 0.008  0.043 0.008  0.013 0.011 		 0.000637 0.000075  0.000647 0.000078  0.000358 0.000065  0.000030 0.000042 		   0.007841    0.001950
55475.5  0.042 0.008  0.046 0.008  0.026 0.011 		 0.000986 0.000183  0.000772 0.000171  0.000182 0.000137  0.000011 0.000071 		   0.004301    0.003324
55476.5  0.069 0.007  0.046 0.007  0.022 0.009 		 0.000623 0.000069  0.000551 0.000074  0.000206 0.000061  0.000069 0.000043 		   0.002993    0.000953
55477.5  0.046 0.007  0.057 0.007  0.020 0.010 		 0.000543 0.000069  0.000467 0.000075  0.000228 0.000063 -0.000045 0.000045 		   0.005003    0.001578
55478.5  0.038 0.007  0.031 0.007  0.010 0.009 		 0.000614 0.000058  0.000465 0.000062  0.000250 0.000052  0.000036 0.000037 		   0.006645    0.001824
55479.5  0.028 0.005  0.024 0.005  0.012 0.008 		 0.000413 0.000072  0.000221 0.000076  0.000130 0.000064  0.000028 0.000044 		   0.004593    0.002424
55480.5  0.051 0.006  0.049 0.005 -0.000 0.007 		 0.000702 0.000096  0.000655 0.000100  0.000111 0.000083 -0.000072 0.000055 		   0.002196    0.001657
55481.5  0.055 0.009  0.050 0.008 -0.005 0.010 		 0.000377 0.000096  0.000351 0.000101  0.000190 0.000084  0.000007 0.000058 		   0.003479    0.001639
55482.5  0.054 0.007  0.049 0.006  0.017 0.008 		 0.000731 0.000084  0.000477 0.000086  0.000240 0.000070  0.000064 0.000045 		   0.004489    0.001421
55483.5  0.048 0.005  0.041 0.005  0.014 0.006 		 0.000418 0.000088  0.000350 0.000091  0.000208 0.000075 -0.000042 0.000050 		   0.004377    0.001656
55484.5  0.039 0.005  0.040 0.004  0.006 0.006 		 0.000899 0.000185  0.000890 0.000197  0.000323 0.000163  0.000038 0.000108 		   0.008278    0.004280
55485.5  0.040 0.005  0.047 0.005  0.009 0.006 		 0.000488 0.000143  0.000548 0.000148  0.000116 0.000124  0.000074 0.000082 		   0.002895    0.003118
55486.5  0.051 0.005  0.038 0.004  0.009 0.006 		 0.000558 0.000069  0.000441 0.000072  0.000130 0.000061  0.000031 0.000043 		   0.002582    0.001225
55487.5  0.051 0.005  0.052 0.005  0.004 0.006 		 0.000631 0.000051  0.000528 0.000054  0.000193 0.000046 -0.000030 0.000035 		   0.003796    0.000980
55488.5  0.040 0.005  0.032 0.004  0.006 0.006 		 0.000372 0.000099  0.000355 0.000103  0.000280 0.000086 -0.000103 0.000058 		   0.007055    0.002322
55489.5  0.027 0.004  0.033 0.004  0.003 0.006 		 0.000240 0.000064  0.000307 0.000070  0.000261 0.000061 -0.000005 0.000047 		   0.009720    0.002744
55490.5  0.056 0.005  0.053 0.005  0.016 0.006 		 0.000671 0.000115  0.000525 0.000123  0.000223 0.000104  0.000053 0.000076 		   0.003977    0.001901
55491.5  0.029 0.005  0.029 0.005  0.012 0.007 		 0.000475 0.000067  0.000394 0.000071  0.000371 0.000060 -0.000012 0.000044 		   0.012890    0.003003
55492.5  0.046 0.006  0.044 0.005  0.013 0.007 		 0.000614 0.000060  0.000546 0.000063  0.000304 0.000053  0.000006 0.000037 		   0.006637    0.001445
55493.5  0.040 0.006  0.046 0.005  0.007 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55494.5  0.037 0.005  0.047 0.006  0.011 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55495.5  0.034 0.006  0.028 0.006  0.001 0.008 		 0.000577 0.000219  0.001006 0.000248 -0.000179 0.000224 -0.000208 0.000191 		  -0.005282   -0.006674
55496.5  0.033 0.005  0.031 0.006  0.021 0.009 		 0.000707 0.000129  0.000580 0.000130  0.000227 0.000106  0.000025 0.000065 		   0.006869    0.003385
55497.5  0.036 0.008  0.036 0.008  0.020 0.012 		 0.000691 0.000082  0.000611 0.000092  0.000383 0.000080 -0.000066 0.000066 		   0.010715    0.003178
55498.5  0.038 0.009  0.047 0.010  0.029 0.013 		 0.000321 0.000106  0.000300 0.000115  0.000194 0.000098  0.000056 0.000070 		   0.005059    0.002844
55499.5  0.046 0.010  0.052 0.010  0.035 0.012 		 0.000537 0.000087  0.000410 0.000096  0.000215 0.000082  0.000090 0.000063 		   0.004692    0.002074
55500.5  0.037 0.010  0.039 0.009  0.033 0.012 		 0.000351 0.000078  0.000502 0.000084  0.000235 0.000070 -0.000086 0.000053 		   0.006394    0.002527
55501.5  0.044 0.010  0.047 0.010  0.026 0.012 		 0.000750 0.000056  0.000561 0.000060  0.000245 0.000052  0.000017 0.000038 		   0.005536    0.001755
55502.5  0.046 0.011  0.050 0.011  0.011 0.012 		 0.000650 0.000057  0.000472 0.000062  0.000240 0.000053  0.000063 0.000040 		   0.005171    0.001632
55503.5  0.030 0.010  0.048 0.010  0.008 0.012 		 0.000565 0.000057  0.000506 0.000061  0.000312 0.000051 -0.000002 0.000036 		   0.010443    0.003770
55504.5  0.046 0.010  0.044 0.010  0.001 0.013 		 0.000409 0.000097  0.000545 0.000109  0.000319 0.000094  0.000061 0.000076 		   0.006883    0.002520
55505.5  0.060 0.012  0.053 0.011  0.012 0.012 		 0.000472 0.000075  0.000524 0.000082  0.000274 0.000070 -0.000014 0.000054 		   0.004553    0.001454
55506.5  0.030 0.010  0.045 0.011  0.005 0.013 		 0.000380 0.000080  0.000282 0.000086  0.000058 0.000073  0.000052 0.000052 		   0.001939    0.002503
55507.5  0.038 0.011  0.047 0.012 -0.009 0.014 		 0.000549 0.000079  0.000546 0.000084  0.000162 0.000070 -0.000001 0.000050 		   0.004283    0.002239
55508.5  0.013 0.018  0.040 0.028  0.034 0.033 		 0.000478 0.000093  0.000352 0.000099  0.000083 0.000083 -0.000039 0.000059 		   0.006324    0.010799
55509.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000289 0.000088  0.000136 0.000091  0.000150 0.000076  0.000108 0.000053 		-100.000000    0.000000
55510.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000530 0.000082  0.000361 0.000088  0.000128 0.000074 -0.000064 0.000054 		-100.000000    0.000000
55511.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000361 0.000070  0.000576 0.000074  0.000163 0.000064 -0.000006 0.000046 		-100.000000    0.000000
55512.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000528 0.000100  0.000526 0.000110  0.000507 0.000093  0.000059 0.000069 		-100.000000    0.000000
55513.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000507 0.000051  0.000485 0.000056  0.000260 0.000047  0.000005 0.000036 		-100.000000    0.000000
55514.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000490 0.000073  0.000364 0.000079  0.000241 0.000066  0.000045 0.000051 		-100.000000    0.000000
55515.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000617 0.000074  0.000658 0.000078  0.000221 0.000065  0.000017 0.000044 		-100.000000    0.000000
55516.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000770 0.000098  0.000792 0.000106  0.000151 0.000091  0.000047 0.000070 		-100.000000    0.000000
55517.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000380 0.000114  0.000276 0.000120  0.000124 0.000104  0.000028 0.000073 		-100.000000    0.000000
55518.5  0.046 0.009  0.051 0.009  0.068 0.015 		 0.000745 0.000130  0.000497 0.000146  0.000210 0.000128 -0.000040 0.000097 		   0.004603    0.002953
55519.5  0.040 0.005  0.051 0.006  0.032 0.007 		 0.000459 0.000092  0.000489 0.000099  0.000357 0.000083 -0.000096 0.000059 		   0.008852    0.002376
55520.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000575 0.000088  0.000648 0.000096  0.000211 0.000082  0.000062 0.000062 		-100.000000    0.000000
55521.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000725 0.000229  0.000308 0.000230  0.000270 0.000189 -0.000111 0.000117 		-100.000000    0.000000
55522.5  0.050 0.015  0.092 0.016  0.043 0.022 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55523.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000651 0.000065  0.000471 0.000070  0.000296 0.000060 -0.000018 0.000044 		-100.000000    0.000000
55524.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000629 0.000131  0.000415 0.000147  0.000189 0.000124 -0.000040 0.000094 		-100.000000    0.000000
55525.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55526.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000436 0.000089  0.000257 0.000098  0.000164 0.000086  0.000065 0.000067 		-100.000000    0.000000
55527.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000766 0.000305  0.000864 0.000313  0.000128 0.000262  0.000074 0.000165 		-100.000000    0.000000
55528.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000603 0.000240  0.000035 0.000243  0.000064 0.000201  0.000067 0.000129 		-100.000000    0.000000
55529.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000071 0.000294  0.000312 0.000289 -0.000066 0.000236 -0.000171 0.000140 		-100.000000    0.000000
55530.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000334 0.000134  0.000442 0.000140  0.000121 0.000117 -0.000013 0.000082 		-100.000000    0.000000
55531.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000836 0.000095  0.000810 0.000100  0.000078 0.000086 -0.000010 0.000061 		-100.000000    0.000000
55532.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000540 0.000084  0.000461 0.000088  0.000265 0.000073  0.000093 0.000052 		-100.000000    0.000000
55533.5  0.051 0.014  0.028 0.013  0.012 0.016 		 0.001014 0.000189  0.001019 0.000199  0.000314 0.000170 -0.000029 0.000123 		   0.006095    0.003695
55534.5  0.039 0.010  0.056 0.010  0.027 0.012 		 0.000326 0.000289  0.000396 0.000308  0.000784 0.000275  0.000296 0.000232 		   0.020018    0.008711
55535.5  0.053 0.010  0.038 0.008  0.023 0.010 		 0.000642 0.000287 -0.000259 0.000309 -0.000334 0.000260  0.000169 0.000196 		  -0.006320   -0.005062
55536.5  0.044 0.009  0.048 0.008  0.010 0.010 		 0.001727 0.001652 -0.000089 0.001877  0.002610 0.001694  0.001059 0.001340 		   0.059536    0.040466
55537.5  0.037 0.008  0.044 0.008  0.025 0.009 		 0.000651 0.000091  0.000427 0.000096  0.000314 0.000080  0.000023 0.000056 		   0.008578    0.002946
55538.5  0.021 0.008  0.033 0.008  0.017 0.010 		 0.000362 0.000239  0.000569 0.000250  0.000059 0.000206 -0.000020 0.000136 		   0.002822    0.009933
55539.5  0.047 0.008  0.047 0.008  0.024 0.009 		 0.000637 0.000136  0.000697 0.000144  0.000140 0.000122  0.000157 0.000087 		   0.002980    0.002640
55540.5  0.047 0.009  0.054 0.008  0.011 0.009 		 0.000599 0.000162  0.000410 0.000164  0.000025 0.000134 -0.000006 0.000086 		   0.000541    0.002882
55541.5  0.043 0.008  0.055 0.008  0.018 0.009 		 0.000385 0.000234  0.000261 0.000240 -0.000212 0.000198  0.000138 0.000133 		  -0.004943   -0.004712
55542.5  0.030 0.008  0.037 0.008  0.015 0.010 		 0.001660 0.000545  0.000645 0.000542  0.000075 0.000432  0.000138 0.000262 		   0.002544    0.014659
55543.5  0.057 0.012  0.034 0.010 -0.002 0.014 		 0.000641 0.000100  0.000686 0.000107  0.000407 0.000092 -0.000021 0.000070 		   0.007125    0.002170
55544.5  0.036 0.007  0.038 0.007  0.021 0.009 		 0.000693 0.000081  0.000295 0.000087  0.000244 0.000075  0.000129 0.000058 		   0.006719    0.002483
55545.5  0.031 0.006  0.037 0.006  0.009 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55546.5  0.048 0.007  0.039 0.006  0.017 0.008 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55547.5  0.036 0.006  0.039 0.005  0.008 0.007 		 0.000342 0.000085  0.000551 0.000090  0.000201 0.000074  0.000046 0.000053 		   0.005606    0.002259
55548.5  0.044 0.007  0.046 0.007  0.024 0.009 		 0.000520 0.000078  0.000394 0.000081  0.000302 0.000068 -0.000091 0.000049 		   0.006918    0.001915
55549.5  0.064 0.008  0.052 0.007  0.028 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55550.5  0.042 0.006  0.054 0.006  0.007 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55551.5  0.044 0.006  0.040 0.005  0.023 0.007 		 0.000131 0.000195  0.000052 0.000211  0.000072 0.000182  0.000380 0.000138 		   0.001657    0.004174
55552.5  0.036 0.005  0.032 0.005  0.009 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55553.5  0.054 0.006  0.044 0.005  0.018 0.007 		 0.000377 0.000123  0.000262 0.000132  0.000138 0.000114  0.000198 0.000086 		   0.002534    0.002113
55554.5  0.046 0.005  0.043 0.004  0.021 0.006 		 0.000358 0.000078  0.000396 0.000084  0.000046 0.000070 -0.000020 0.000054 		   0.001008    0.001528
55555.5  0.044 0.005  0.033 0.004  0.013 0.006 		 0.000281 0.000087  0.000456 0.000093  0.000161 0.000078 -0.000034 0.000060 		   0.003671    0.001841
55556.5  0.047 0.005  0.046 0.004  0.014 0.006 		 0.000575 0.000198  0.000099 0.000210  0.000126 0.000183 -0.000094 0.000140 		   0.002693    0.003925
55557.5  0.045 0.005  0.041 0.005  0.013 0.006 		 0.001310 0.000195  0.000924 0.000198  0.000391 0.000162  0.000179 0.000100 		   0.008641    0.003724
55558.5  0.054 0.005  0.050 0.005  0.022 0.006 		 0.001331 0.000125  0.000825 0.000133  0.000378 0.000111  0.000127 0.000080 		   0.006998    0.002177
55559.5  0.043 0.005  0.042 0.004  0.018 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55560.5  0.059 0.006  0.052 0.005  0.011 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55561.5  0.050 0.006  0.051 0.005  0.015 0.007 		 0.000661 0.000476  0.000739 0.000491  0.000730 0.000381 -0.000050 0.000269 		   0.014573    0.007813
55562.5  0.059 0.006  0.057 0.005  0.012 0.007 		 0.000038 0.000136  0.000185 0.000135  0.000067 0.000109  0.000075 0.000065 		   0.001129    0.001840
55563.5  0.046 0.006  0.052 0.006  0.009 0.008 		 0.000927 0.000103  0.000634 0.000104  0.000258 0.000085  0.000059 0.000052 		   0.005569    0.001973
55564.5  0.042 0.006  0.040 0.006  0.027 0.008 		 0.000161 0.000131  0.000604 0.000138  0.000318 0.000114  0.000041 0.000082 		   0.007576    0.002944
55565.5  0.034 0.006  0.041 0.005  0.005 0.008 		 0.000635 0.000111  0.000416 0.000115  0.000218 0.000095 -0.000031 0.000067 		   0.006411    0.002992
55566.5  0.062 0.007  0.055 0.007  0.012 0.010 		 0.000789 0.000120  0.000530 0.000122  0.000328 0.000099 -0.000015 0.000065 		   0.005296    0.001711
55567.5  0.039 0.009  0.047 0.010  0.006 0.014 		 0.001008 0.000253  0.000140 0.000267  0.000640 0.000217  0.000072 0.000142 		   0.016283    0.006763
55568.5  0.045 0.009  0.065 0.009  0.019 0.013 		 0.000633 0.000109  0.000412 0.000111  0.000216 0.000090 -0.000146 0.000057 		   0.004785    0.002207
55569.5  0.023 0.010  0.039 0.010  0.017 0.012 		 0.000370 0.000177  0.000412 0.000183 -0.000114 0.000151 -0.000004 0.000103 		  -0.004927   -0.006841
55570.5  0.040 0.010  0.049 0.010  0.036 0.011 		 0.000398 0.000111  0.000537 0.000114  0.000255 0.000093  0.000147 0.000061 		   0.006333    0.002760
55571.5  0.035 0.010  0.036 0.009  0.017 0.011 		 0.000413 0.000141  0.000266 0.000146  0.000248 0.000122  0.000072 0.000083 		   0.007056    0.003982
55572.5  0.055 0.011  0.044 0.010  0.004 0.011 		 0.000736 0.000138  0.000220 0.000139  0.000160 0.000115 -0.000030 0.000076 		   0.002910    0.002153
55573.5  0.045 0.010  0.030 0.010  0.004 0.012 		 0.000571 0.000229  0.000964 0.000220  0.000331 0.000180  0.000254 0.000102 		   0.007296    0.004296
55574.5  0.043 0.010  0.034 0.010  0.024 0.012 		 0.000416 0.000109  0.000475 0.000114  0.000238 0.000097  0.000059 0.000070 		   0.005567    0.002613
55575.5  0.038 0.010  0.027 0.010  0.017 0.013 		 0.000554 0.000091  0.000540 0.000096  0.000227 0.000080 -0.000035 0.000056 		   0.006024    0.002632
55576.5  0.049 0.011  0.028 0.010  0.038 0.013 		 0.000754 0.000159  0.000561 0.000163  0.000036 0.000136  0.000069 0.000089 		   0.000745    0.002794
55577.5  0.051 0.012  0.027 0.011  0.003 0.014 		 0.001030 0.000193  0.000482 0.000179  0.000441 0.000141  0.000026 0.000073 		   0.008688    0.003430
55578.5  0.052 0.020  0.046 0.020  0.053 0.026 		 0.001424 0.000803  0.000683 0.000717  0.000130 0.000535  0.000073 0.000238 		   0.002487    0.010259
55579.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000438 0.000211  0.000817 0.000223  0.000508 0.000191 -0.000213 0.000152 		-100.000000    0.000000
55580.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000505 0.000070  0.000570 0.000074  0.000260 0.000062 -0.000038 0.000042 		-100.000000    0.000000
55581.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000370 0.000119  0.000512 0.000124  0.000256 0.000102 -0.000064 0.000067 		-100.000000    0.000000
55582.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000253 0.000168  0.000501 0.000173  0.000495 0.000145  0.000144 0.000098 		-100.000000    0.000000
55583.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000422 0.000091  0.000567 0.000094  0.000294 0.000080 -0.000059 0.000056 		-100.000000    0.000000
55584.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000757 0.000116  0.000180 0.000115  0.000394 0.000093  0.000090 0.000057 		-100.000000    0.000000
55585.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000455 0.000110  0.000652 0.000114  0.000161 0.000094  0.000002 0.000062 		-100.000000    0.000000
55586.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000755 0.000081  0.000637 0.000083  0.000226 0.000069 -0.000028 0.000045 		-100.000000    0.000000
55587.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000681 0.000077  0.000509 0.000082  0.000366 0.000069  0.000071 0.000048 		-100.000000    0.000000
55588.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000659 0.000079  0.000487 0.000080  0.000294 0.000067 -0.000018 0.000042 		-100.000000    0.000000
55589.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000554 0.000095  0.000401 0.000099  0.000350 0.000084 -0.000081 0.000057 		-100.000000    0.000000
55590.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000593 0.000066  0.000556 0.000070  0.000226 0.000059  0.000062 0.000042 		-100.000000    0.000000
55591.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000256 0.000133  0.000506 0.000137  0.000100 0.000112  0.000130 0.000070 		-100.000000    0.000000
55592.5  0.037 0.016  0.046 0.019  0.075 0.027 		 0.000578 0.000070  0.000337 0.000073  0.000150 0.000062  0.000040 0.000042 		   0.004087    0.002435
55593.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000255 0.000175  0.000780 0.000171  0.000153 0.000140 -0.000127 0.000081 		-100.000000    0.000000
55594.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000967 0.000454  0.000878 0.000457 -0.000489 0.000366  0.000246 0.000212 		-100.000000    0.000000
55595.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000353 0.000072  0.000372 0.000076  0.000223 0.000064 -0.000039 0.000043 		-100.000000    0.000000
